ewc_code,hazardous,description
12 01 08*,True,Machining emulsions and solutions containing halogens
12 01 09*,True,Machining emulsions and solutions free of halogens
12 01 10*,True,Synthetic machining oils
12 01 12*,True,Spent waxes and fats
12 01 13,False,Welding wastes
12 01 14*,True,Machining sludges containing hazardous substances
12 01 15,False,Machining sludges other than those mentioned in 12 01 14
12 01 16*,True,Waste blasting material containing hazardous substances
12 01 17,False,Waste blasting material other than those mentioned in 12 01 16
12 01 18*,True,"Metal sludge (grinding, honing and lapping sludge) containing oil"
12 01 19*,True,Readily biodegradable machining oil
12 01 20*,True,Spent grinding bodies and grinding materials containing hazardous substances
12 01 21,False,Spent grinding bodies and grinding materials other than those mentioned in 12 01 20
12 01 99,False,Wastes not otherwise specified
12 03 01*,True,Aqueous washing liquids
12 03 02*,True,Steam degreasing wastes
13 01 01*,True,"Hydraulic oils, containing pcbs"
13 01 04*,True,Chlorinated emulsions
13 01 05*,True,Non-chlorinated emulsions
13 01 09*,True,Mineral-based chlorinated hydraulic oils
13 01 10*,True,Mineral based non-chlorinated hydraulic oils
13 01 11*,True,Synthetic hydraulic oils
13 01 12*,True,Readily biodegradable hydraulic oils
13 01 13*,True,Other hydraulic oils
13 02 04*,True,"Mineral-based chlorinated engine, gear and lubricating oils"
13 02 05*,True,"Mineral-based non-chlorinated engine, gear and lubricating oils"
13 02 06*,True,"Synthetic engine, gear and lubricating oils"
13 02 07*,True,"Readily biodegradable engine, gear and lubricating oils"
13 02 08*,True,"Other engine, gear and lubricating oils"
13 03 01*,True,Insulating or heat transmission oils containing pcbs
13 03 06*,True,Mineral-based chlorinated insulating and heat transmission oils other than those mentioned in 13 03 01
13 03 07*,True,Mineral-based non-chlorinated insulating and heat transmission oils
13 03 08*,True,Synthetic insulating and heat transmission oils
13 03 09*,True,Readily biodegradable insulating and heat transmission oils
13 03 10*,True,Other insulating and heat transmission oils
13 04 01*,True,Bilge oils from inland navigation
13 04 02*,True,Bilge oils from jetty sewers
13 04 03*,True,Bilge oils from other navigation
13 05 01*,True,Solids from grit chambers and oil/water separators
13 05 02*,True,Sludges from oil/water separators
13 05 03*,True,Interceptor sludges
13 05 06*,True,Oil from oil/water separators
13 05 07*,True,Oily water from oil/water separators
13 05 08*,True,Mixtures of wastes from grit chambers and oil/water separators
13 07 01*,True,Fuel oil and diesel
13 07 02*,True,Petrol
13 07 03*,True,Other fuels (including mixtures)
13 08 01*,True,Desalter sludges or emulsions
13 08 02*,True,Other emulsions
13 08 99*,True,Wastes not otherwise specified
14 06 01*,True,"Chlorofluorocarbons, hcfc, hfc"
14 06 02*,True,Other halogenated solvents and solvent mixtures
14 06 03*,True,Other solvents and solvent mixtures
14 06 04*,True,Sludges or solid wastes containing halogenated solvents
14 06 05*,True,Sludges or solid wastes containing other solvents otherwise specified
15 01 01,False,Paper and cardboard packaging
15 01 02,False,Plastic packaging
15 01 03,False,Wooden packaging
15 01 04,False,Metallic packaging
15 01 05,False,Composite packaging
15 01 06,False,Mixed packaging
15 01 07,False,Glass packaging
15 01 09,False,Textile packaging
15 01 10*,True,Packaging containing residues of or contaminated by hazardous substances
15 01 11*,True,"Metallic packaging containing a hazardous solid porous matrix (for example asbestos), including empty pressure containers"
15 02 02*,True,"Absorbents, filter materials (including oil filters not otherwise specified), wiping cloths, protective clothing contaminated by hazardous substances"
15 02 03,False,"Absorbents, filter materials, wiping cloths and protective clothing other than those mentioned in 15 02 02 tling of end-of-life vehicles and vehicle maintenance (except 13, 14, 16 06 and 16 08)"
16 01 03,False,End-of-life tyres
16 01 04*,True,End-of-life vehicles
16 01 06,False,"End-of-life vehicles, containing neither liquids nor other hazardous components"
16 01 07*,True,Oil filters
16 01 08*,True,Components containing mercury
16 01 09*,True,Components containing pcbs
16 01 10*,True,Explosive components (for example air bags)
16 01 11*,True,Brake pads containing asbestos
16 01 12,False,Brake pads other than those mentioned in 16 01 11
16 01 13*,True,Brake fluids
16 01 14*,True,Antifreeze fluids containing hazardous substances
16 01 15,False,Antifreeze fluids other than those mentioned in 16 01 14
16 01 16,False,Tanks for liquefied gas
16 01 17,False,Ferrous metal
16 01 18,False,Non-ferrous metal
16 01 19,False,Plastic
16 01 20,False,Glass
16 01 21*,True,Hazardous components other than those mentioned in 16 01 07 to 16 01 11 and 16 01 13 and 16 01 14
16 01 22,False,Components not otherwise specified
16 01 99,False,Wastes not otherwise specified
16 02 09*,True,Transformers and capacitors containing pcbs
16 02 10*,True,Discarded equipment containing or contaminated by pcbs other than those mentioned in 16 02 09
16 02 11*,True,"Discarded equipment containing chlorofluorocarbons, hcfc, hfc"
16 02 12*,True,Discarded equipment containing free asbestos
16 02 13*,True,Discarded equipment containing hazardous components(1) other than those mentioned in 16 02 09 to 16 02 12
16 02 14,False,Discarded equipment other than those mentioned in 16 02 09 to 16 02 13
16 02 15*,True,Hazardous components removed from discarded equipment
16 02 16,False,Components removed from discarded equipment other than those mentioned in 16 02 15
16 03 03*,True,Inorganic wastes containing hazardous substances
16 03 04,False,Inorganic wastes other than those mentioned in 16 03 03
16 03 05*,True,Organic wastes containing hazardous substances
16 03 06,False,Organic wastes other than those mentioned in 16 03 05
16 03 07*,True,Metallic mercury
16 04 01*,True,Waste ammunition
16 04 02*,True,Fireworks wastes
16 04 03*,True,Other waste explosives
16 05 04*,True,Gases in pressure containers (including halons) containing hazardous substances
16 05 05,False,Gases in pressure containers other than those mentioned in 16 05 04
16 05 06*,True,"Laboratory chemicals, consisting of or containing hazardous substances, including mixtures of laboratory chemicals"
16 05 07*,True,Discarded inorganic chemicals consisting of or containing hazardous substances
16 05 08*,True,Discarded organic chemicals consisting of or containing hazardous substances
16 05 09,False,"Discarded chemicals other than those mentioned in 16 05 06, 16 05 07 or 16 05 08"
16 06 01*,True,Lead batteries
16 06 02*,True,Ni-cd batteries
16 06 03*,True,Mercury-containing batteries
16 06 04,False,Alkaline batteries (except 16 06 03)
16 06 05,False,Other batteries and accumulators
16 06 06*,True,Separately collected electrolyte from batteries and accumulators
16 07 08*,True,Wastes containing oil
16 07 09*,True,Wastes containing other hazardous substances
16 07 99,False,Wastes not otherwise specified
16 08 01,False,"Spent catalysts containing gold, silver, rhenium, rhodium, palladium, iridium or platinum (except 16 08 07)"
16 08 02*,True,Spent catalysts containing hazardous transition metals or hazardous transition metal compounds
16 08 03,False,Spent catalysts containing transition metals or transition metal compounds not otherwise specified
16 08 04,False,Spent fluid catalytic cracking catalysts (except 16 08 07)
16 08 05*,True,Spent catalysts containing phosphoric acid
16 08 06*,True,Spent liquids used as catalysts
16 08 07*,True,Spent catalysts contaminated with hazardous substances
16 09 01*,True,"Permanganates, for example potassium permanganate"
16 09 02*,True,"Chromates, for example potassium chromate, potassium or sodium dichromate"
16 09 03*,True,"Peroxides, for example hydrogen peroxide"
16 09 04*,True,"Oxidising substances, not otherwise specified"
16 10 01*,True,Aqueous liquid wastes containing hazardous substances
16 10 02,False,Aqueous liquid wastes other than those mentioned in 16 10 01
16 10 03*,True,Aqueous concentrates containing hazardous substances
16 10 04,False,Aqueous concentrates other than those mentioned in 16 10 03
16 11 01*,True,Carbon-based linings and refractories from metallurgical processes containing hazardous substances
16 11 02,False,Carbon-based linings and refractories from metallurgical processes others than those mentioned in 16 11 01
16 11 03*,True,Other linings and refractories from metallurgical processes containing hazardous substances
16 11 04,False,Other linings and refractories from metallurgical processes other than those mentioned in 16 11 03
16 11 05*,True,Linings and refractories from non-metallurgical processes containing hazardous substances
16 11 06,False,Linings and refractories from non-metallurgical processes others than those mentioned in 16 11 05
17 01 01,False,Concrete
17 01 02,False,Bricks
17 01 03,False,Tiles and ceramics
17 01 06*,True,"Mixtures of, or separate fractions of concrete, bricks, tiles and ceramics containing hazardous substances"
17 01 07,False,"Mixtures of concrete, bricks, tiles and ceramics other than those mentioned in 17 01 06"
17 02 01,False,Wood
17 02 02,False,Glass
17 02 03,False,Plastic
17 02 04*,True,"Glass, plastic and wood containing or contaminated with hazardous substances"
17 03 01*,True,Bituminous mixtures containing coal tar
17 03 02,False,Bituminous mixtures other than those mentioned in 17 03 01
17 03 03*,True,Coal tar and tarred products
17 04 01,False,"Copper, bronze, brass"
17 04 02,False,Aluminium
17 04 03,False,Lead
17 04 04,False,Zinc
17 04 05,False,Iron and steel
17 04 06,False,Tin
17 04 07,False,Mixed metals
17 04 09*,True,Metal waste contaminated with hazardous substances
17 04 10*,True,"Cables containing oil, coal tar and other hazardous substances"
17 04 11,False,Cables other than those mentioned in 17 04 10
17 05 03*,True,Soil and stones containing hazardous substances
17 05 04,False,Soil and stones other than those mentioned in 17 05 03
17 05 05*,True,Dredging spoil containing hazardous substances
17 05 06,False,Dredging spoil other than those mentioned in 17 05 05
17 05 07*,True,Track ballast containing hazardous substances
17 05 08,False,Track ballast other than those mentioned in 17 05 07
17 06 01*,True,Insulation materials containing asbestos
17 06 03*,True,Other insulation materials consisting of or containing hazardous substances
17 06 04,False,Insulation materials other than those mentioned in 17 06 01 and 17 06 03
17 06 05*,True,Construction materials containing asbestos
17 08 01*,True,Gypsum-based construction materials contaminated with hazardous substances
17 08 02,False,Gypsum-based construction materials other than those mentioned in 17 08 01
17 09 01*,True,Construction and demolition wastes containing mercury
17 09 02*,True,"Construction and demolition wastes containing pcb (for example pcb-containing sealants, pcb-containing resin-based floorings, pcb-containing sealed glazing units, pcb-containing capacitors)"
17 09 03*,True,Other construction and demolition wastes (including mixed wastes) containing hazardous substances
17 09 04,False,"Mixed construction and demolition wastes other than those mentioned in 17 09 01, 17 09 02 and 17 09 03 rant wastes not arising from immediate health care)"
18 01 01,False,Sharps (except 18 01 03)
18 01 02,False,Body parts and organs including blood bags and blood preserves (except 18 01 03)
18 01 03*,True,Wastes whose collection and disposal is subject to special requirements in order to prevent infection
18 01 04,False,"Wastes whose collection and disposal is not subject to special requirements in order to prevent infection (for example dressings, plaster casts, linen, disposable clothing, diapers)"
18 01 06*,True,Chemicals consisting of or containing hazardous substances
18 01 07,False,Chemicals other than those mentioned in 18 01 06
18 01 08*,True,Cytotoxic and cytostatic medicines
18 01 09,False,Medicines other than those mentioned in 18 01 08
18 01 10*,True,Amalgam waste from dental care
18 02 01,False,Sharps (except 18 02 02)
18 02 02*,True,Wastes whose collection and disposal is subject to special requirements in order to prevent infection
18 02 03,False,Wastes whose collection and disposal is not subject to special requirements in order to prevent infection
18 02 05*,True,Chemicals consisting of or containing hazardous substances
18 02 06,False,Chemicals other than those mentioned in 18 02 05
18 02 07*,True,Cytotoxic and cytostatic medicines
18 02 08,False,Medicines other than those mentioned in 18 02 07 preparation of water intended for human consumption and water for industrial use
19 01 02,False,Ferrous materials removed from bottom ash
19 01 05*,True,Filter cake from gas treatment
19 01 06*,True,Aqueous liquid wastes from gas treatment and other aqueous liquid wastes
19 01 07*,True,Solid wastes from gas treatment
19 01 10*,True,Spent activated carbon from flue-gas treatment
19 01 11*,True,Bottom ash and slag containing hazardous substances
19 01 12,False,Bottom ash and slag other than those mentioned in 19 01 11
19 01 13*,True,Fly ash containing hazardous substances
19 01 14,False,Fly ash other than those mentioned in 19 01 13
19 01 15*,True,Boiler dust containing hazardous substances
19 01 16,False,Boiler dust other than those mentioned in 19 01 15
19 01 17*,True,Pyrolysis wastes containing hazardous substances
19 01 18,False,Pyrolysis wastes other than those mentioned in 19 01 17
19 01 19,False,Sands from fluidised beds
19 01 99,False,Wastes not otherwise specified
19 02 03,False,Premixed wastes composed only of non-hazardous wastes
19 02 04*,True,Premixed wastes composed of at least one hazardous waste
19 02 05*,True,Sludges from physico/chemical treatment containing hazardous substances
19 02 06,False,Sludges from physico/chemical treatment other than those mentioned in 19 02 05
19 02 07*,True,Oil and concentrates from separation
19 02 08*,True,Liquid combustible wastes containing hazardous substances
19 02 09*,True,Solid combustible wastes containing hazardous substances
19 02 10,False,Combustible wastes other than those mentioned in 19 02 08 and 19 02 09
19 02 11*,True,Other wastes containing hazardous substances
19 02 99,False,Wastes not otherwise specified
19 03 04*,True,"Wastes marked as hazardous, partly stabilised other than 19 03 08"
19 03 05,False,Stabilised wastes other than those mentioned in 19 03 04
19 03 06*,True,"Wastes marked as hazardous, solidified"
19 03 07,False,Solidified wastes other than those mentioned in 19 03 06
19 03 08*,True,Partly stabilised mercury
19 04 01,False,Vitrified waste
19 04 02*,True,Fly ash and other flue-gas treatment wastes
19 04 03*,True,Non-vitrified solid phase
19 04 04,False,Aqueous liquid wastes from vitrified waste tempering
19 05 01,False,Non-composted fraction of municipal and similar wastes
19 05 02,False,Non-composted fraction of animal and vegetable waste
19 05 03,False,Off-specification compost
19 05 99,False,Wastes not otherwise specified
19 06 03,False,Liquor from anaerobic treatment of municipal waste
19 06 04,False,Digestate from anaerobic treatment of municipal waste
19 06 05,False,Liquor from anaerobic treatment of animal and vegetable waste
19 06 06,False,Digestate from anaerobic treatment of animal and vegetable waste
19 06 99,False,Wastes not otherwise specified
19 07 02*,True,Landfill leachate containing hazardous substances
19 07 03,False,Landfill leachate other than those mentioned in 19 07 02
19 08 01,False,Screenings
19 08 02,False,Waste from desanding
19 08 05,False,Sludges from treatment of urban waste water
19 08 06*,True,Saturated or spent ion exchange resins
19 08 07*,True,Solutions and sludges from regeneration of ion exchangers
19 08 08*,True,Membrane system waste containing heavy metals
19 08 09,False,Grease and oil mixture from oil/water separation containing only edible oil and fats
19 08 10*,True,Grease and oil mixture from oil/water separation other than those mentioned in 19 08 09
19 08 11*,True,Sludges containing hazardous substances from biological treatment of industrial waste water
19 08 12,False,Sludges from biological treatment of industrial waste water other than those mentioned in 19 08 11
19 08 13*,True,Sludges containing hazardous substances from other treatment of industrial waste water
19 08 14,False,Sludges from other treatment of industrial waste water other than those mentioned in 19 08 13
19 08 99,False,Wastes not otherwise specified
19 09 01,False,Solid waste from primary filtration and screenings
19 09 02,False,Sludges from water clarification
19 09 03,False,Sludges from decarbonation
19 09 04,False,Spent activated carbon
19 09 05,False,Saturated or spent ion exchange resins
19 09 06,False,Solutions and sludges from regeneration of ion exchangers
19 09 99,False,Wastes not otherwise specified
19 10 01,False,Iron and steel waste
19 10 02,False,Non-ferrous waste
19 10 03*,True,Fluff-light fraction and dust containing hazardous substances
19 10 04,False,Fluff-light fraction and dust other than those mentioned in 19 10 03
19 10 05*,True,Other fractions containing hazardous substances
19 10 06,False,Other fractions other than those mentioned in 19 10 05
19 11 01*,True,Spent filter clays
19 11 02*,True,Acid tars
19 11 03*,True,Aqueous liquid wastes
19 11 04*,True,Wastes from cleaning of fuel with bases
19 11 05*,True,Sludges from on-site effluent treatment containing hazardous substances
19 11 06,False,Sludges from on-site effluent treatment other than those mentioned in 19 11 05
19 11 07*,True,Wastes from flue-gas cleaning
19 11 99,False,Wastes not otherwise specified otherwise specified
19 12 01,False,Paper and cardboard
19 12 02,False,Ferrous metal
19 12 03,False,Non-ferrous metal
19 12 04,False,Plastic and rubber
19 12 05,False,Glass
19 12 06*,True,Wood containing hazardous substances
19 12 07,False,Wood other than that mentioned in 19 12 06
19 12 08,False,Textiles
19 12 09,False,"Minerals (for example sand, stones)"
19 12 10,False,Combustible waste (refuse derived fuel)
19 12 11*,True,Other wastes (including mixtures of materials) from mechanical treatment of waste containing hazardous substances
19 12 12,False,Other wastes (including mixtures of materials) from mechanical treatment of wastes other than those mentioned in 19 12 11
19 13 01*,True,Solid wastes from soil remediation containing hazardous substances
19 13 02,False,Solid wastes from soil remediation other than those mentioned in 19 13 01
19 13 03*,True,Sludges from soil remediation containing hazardous substances
19 13 04,False,Sludges from soil remediation other than those mentioned in 19 13 03
19 13 05*,True,Sludges from groundwater remediation containing hazardous substances
19 13 06,False,Sludges from groundwater remediation other than those mentioned in 19 13 05
19 13 07*,True,Aqueous liquid wastes and aqueous concentrates from groundwater remediation containing hazardous substances
19 13 08,False,Aqueous liquid wastes and aqueous concentrates from groundwater remediation other than those mentioned in 19 13 07 wastes) including separately collected fractions
20 01 01,False,Paper and cardboard
20 01 02,False,Glass
20 01 08,False,Biodegradable kitchen and canteen waste
20 01 10,False,Clothes
20 01 11,False,Textiles
20 01 13*,True,Solvents
20 01 14*,True,Acids
20 01 15*,True,Alkalines
20 01 17*,True,Photochemicals
20 01 19*,True,Pesticides
20 01 21*,True,Fluorescent tubes and other mercury-containing waste
20 01 23*,True,Discarded equipment containing chlorofluorocarbons
20 01 25,False,Edible oil and fat
20 01 26*,True,Oil and fat other than those mentioned in 20 01 25
20 01 27*,True,"Paint, inks, adhesives and resins containing hazardous substances"
20 01 28,False,"Paint, inks, adhesives and resins other than those mentioned in 20 01 27"
20 01 29*,True,Detergents containing hazardous substances
20 01 30,False,Detergents other than those mentioned in 20 01 29
20 01 31*,True,Cytotoxic and cytostatic medicines
20 01 32,False,Medicines other than those mentioned in 20 01 31
20 01 33*,True,"Batteries and accumulators included in 16 06 01, 16 06 02 or 16 06 03 and unsorted batteries and accu mulators containing these batteries"
20 01 34,False,Batteries and accumulators other than those mentioned in 20 01 33
20 01 35*,True,Discarded electrical and electronic equipment other than those mentioned in 20 01 21 and 20 01 23 containing hazardous components
20 01 36,False,"Discarded electrical and electronic equipment other than those mentioned in 20 01 21, 20 01 23 and 20 01 35"
20 01 37*,True,Wood containing hazardous substances
20 01 38,False,Wood other than that mentioned in 20 01 37
20 01 39,False,Plastics
20 01 40,False,Metals
20 01 41,False,Wastes from chimney sweeping
20 01 99,False,Other fractions not otherwise specified
20 02 01,False,Biodegradable waste
20 02 02,False,Soil and stones
20 02 03,False,Other non-biodegradable wastes
20 03 01,False,Mixed municipal waste
20 03 02,False,Waste from markets
20 03 03,False,Street-cleaning residues
20 03 04,False,Septic tank sludge
20 03 06,False,Waste from sewage cleaning
20 03 07,False,Bulky waste
20 03 99,False,Municipal wastes not otherwise specified
